Test ID,Test Date,Tester Name,Type of Question,Build / Version,Sprint / Cycle,Channel Tested,Language Tested,Question ID,Query Text (Original),Question Category,Time Question Asked (HH:MM:SS),Time Answer Received (HH:MM:SS),Respo nse Time (mins) [Auto],SLA Status,Question in Review Model?,Question Correctly Framed?,Original Language,Translated Language,Translation Quality,Translation Error Type,Tagging,Allocated to Reviewer?,Author's Name,Author Assignment Time,Author Completion Time,Author TAT (mins) [Auto],Reviewer1 Name,Reviewer1 Assignment Time,Reviewer1 Completion Time,Review1 TAT (mins) [Auto],Reviewer2 Name,Reviewer2 Assignment Time,Reviewer2 Completion Time,Review2 TAT (mins) [Auto],Reviewer3 Name,Reviewer3 Assignment Time,Reviewer3 Completion Time,Review3 TAT (mins) [Auto],Reviewer4 Name,Reviewer4 Assignment Time,Reviewer4 Completion Time,Review4 TAT (mins) [Auto],Reviewer5 Name,Reviewer5 Assignment Time,Reviewer5 Completion Time,Review5 TAT (mins) [Auto],Moderator's Name,Moderator Assignment Time,ModeratorCompletion Time,Moderator TAT (mins) [Auto],Follow-up Q in Review Model?,Answer Scientifically Correct?,Expert Name Displayed?,Correct Expert Name?,Source Links Provided?,120-min Msg Shown to User?,Notification Received?,Notification on Same Thread?,Notification Linked Correct Q-ID?,Voice Input Working?,Voice Output Working?,Voice Input Quality,Voice Output Quality,Voice Issue Description,Weather Q Answered Correctly?,Mandi Price Q Correct?,Scheme Q Correct?,Question Saved in DB?,Answer Saved in DB?,Q-ID Consistent Across Systems?,WhatsApp vs Web Answer Match?,Overall Test Status,Defect Severity,"Defect ID / Bug Ref
Zoho Desk Ticketing",Reviewer Remarks,Tester Remarks,Status,,,
TL-2161,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16ef9d-bf9d-6c32-8005-41173c89c48a,What are the effective methods for controlling top borer (stem borer) in maize crop in Uttar Pradesh?,Plant protection,17:21:00,17:21:24,24sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,duplicate,duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,https://desk.zoho.in/agent/annamai/annam-ai/tickets/details/202216000002008001,NIL,Banned chemical is being mentioned in answer ,Anomaly Found in Output,,,
TL-2162,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,WhatsApp,English,1f16ef9d-f379-6f69-8098-6b18b14d8ce5,What are the effective methods for controlling top borer (stem borer) in maize crop in Uttar Pradesh?,Plant protection,17:21:00,17:21:29,29sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,duplicate,duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2163,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f035-3efe-6ab8-8005-b7af823b4026,How can I effectively control caterpillar infestations in maize crops in Uttar Pradesh?,Insect–Pest Management,18:29:00,18:29:10,10sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,duplicate,duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2164,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,WhatsApp,English,1f16f035-bcde-6056-80a3-0522ea8022d7,How can I effectively control caterpillar infestations in maize crops in Uttar Pradesh?,Insect–Pest Management,18:29:00,18:29:24,24sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,duplicate,duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2165,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f047-2908-6ab7-8005-c65bbaae7861,How do I manage cutworm infestation in maize in Uttar Pradesh?,Insect–Pest Management,18:38:00,7:45 PM,1 hour and 8 minutes,Within SLA,NA,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,GDB question but gives 2 hours disclaimer. Answer received within 2hours,Expected Output,,,
TL-2166,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,WhatsApp,English,1f16ff36-a12f-68bf-805a-9ad43e75055e,How do I manage cutworm infestation in maize in Uttar Pradesh?,Insect–Pest Management,23:07:00,23:07:47,47sec,Within SLA,No,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,duplicate,duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2167,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f064-09ee-6cd9-8005-3a6e58442e20,How can I control chewing-type insect pests in maize crop in Uttar Pradesh?,Insect–Pest Management,18:50:00,18:50:06,6sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,duplicate,duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,https://desk.zoho.in/agent/annamai/annam-ai/tickets/details/202216000002008001,NIL,Good to go,Anomaly Found in Output,,,
TL-2168,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,WhatsApp,English,1f16f065-a97a-683d-80ab-b9627e15a070,How can I control chewing-type insect pests in maize crop in Uttar Pradesh?,Insect–Pest Management,18:50:00,18:50:50,50sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,duplicate,duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2169,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f076-5df8-6cfb-8005-2b489c11b441,What are the recommended herbicides for weed management in maize cultivation in Uttar Pradesh?,Weed Management,18:58:00,18:58:18,18sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,duplicate,duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2170,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,WhatsApp,English,1f16f077-1995-623f-80b2-12a3dd720257,What are the recommended herbicides for weed management in maize cultivation in Uttar Pradesh?,Weed Management,18:58:00,18:58:38,38sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,duplicate,duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2172,2026-06-23,K. Deni Sudha,Unique,0.1,NIL,WhatsApp,English,1f16f0c1-ff73-69c7-807f-9b51bda91e3e,What are the best management practices and nutritional strategies to increase the fruit size in citrus crops in Andhra Pradesh?,Cultural and Crop Management Practices,"6/23/2026, 7:32:00 PM","6/24/2026, 13:58:00",1106.0,SLA Breached,Yes,Well Framed,English,English,Correct,NIL,NA,Yes,Prerna Bharti,"6/23/2026, 7:33:03 PM","6/23/2026, 8:04:42 PM",31.7,Suraiya Amin,"6/23/2026, 8:05:04 PM","6/23/2026, 8:21:30 PM",16.4,Atul,"6/23/2026, 8:22:04 PM","6/23/2026, 8:31:02 PM",9.0,Mohammad,"6/23/2026, 8:32:03 PM","6/23/2026, 8:41:48 PM",9.7,NA,NA,NA,NA,NA,NA,NA,NA,Divyadarshni K,"6/23/2026, 8:41:48 PM","6/24/2026, 13:58:00",1036.2,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Received on Time,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,NIL,NIL,2 hours disclaimer. Received answer the next day.,Expected Output,,,
TL-2174,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f17c-d385-6c7b-8005-abfa78130d39,What are the best practices for water management in sugarcane crops in Uttar Pradesh?,Irrigation and Water Management,20:55:00,20:55:44,44sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2175,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,WhatsApp,English,1f16f17e-adff-6fdb-80cd-6f0370d6861a,What are the best practices for water management in sugarcane crops in Uttar Pradesh?,Irrigation and Water Management,20:56:00,20:56:34,34sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2176,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f230-7047-6976-8005-13be11a6ef94,Information about the control of Blight in crop sugarcane in Uttar Pradesh,Disease Management,22:16:00,"24/6/2026, 3:12:22 pm","16 hours, 56 minutes, and 22 seconds",SLA Breached,Yes,Well Framed,English,English,Correct,NIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2178,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f23b-1604-64c2-8005-831b530bde1f,Problems of flower loss in the black gram crop in Uttar Pradesh,Plant protection,22:20:00,22:20:51,51sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2179,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,WhatsApp,English,1f16f23b-3f49-6b02-80d4-962c305ae141,Problems of flower loss in the black gram crop in Uttar Pradesh,Plant protection,22:20:00,22:20:55,55sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2180,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f26a-39ad-6774-8005-c4a8bc972fec,Pod borer in black gram in Uttar Pradesh,Insect–Pest Management,22:41:00,22:41:56,56sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2181,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,WhatsApp,English,1f16f25a-4fce-6830-80dc-87f844044b87,Pod borer in black gram in Uttar Pradesh,Insect–Pest Management,22:34:00,22:34:44,44sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2182,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f26e-7946-6a95-8005-058db4b8978d,"
 	
Information about control of white fly in Black gram in Uttar Pradesh",Insect–Pest Management,22:43:00,22:43:50,50sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2183,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,WhatsApp,English,1f16f26e-e171-6742-80e4-1d08be6e2a3a,"
 	
Information about control of white fly in Black gram in Uttar Pradesh",Insect–Pest Management,22:43:00,22:44:01,1m ,Within SLA,Yes,Well Framed,,English,Correct,NIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2196,2026-06-23,K. Deni Sudha,Unique,0.1,NIL,WhatsApp,English,1f16f226-8fbc-664c-8093-0d43d88b4325,"What are the primary causes of premature leaf fall in citrus crops, and how can it be managed effectively in Andhra Pradesh?",Plant protection,"6/23/2026,10:11:00 PM","6/24/2026,14:39:00 PM",960.0,SLA Breached,Yes,Well Framed,English,English,Correct,NIL,NA,Yes,Varsha Shekhar,"6/23/2026, 10:12:04 PM","6/23/2026, 10:49:06 PM",37.0,Prerna Bharti,"6/23/2026, 10:50:03 PM","6/23/2026, 10:52:15 PM",2.2,Mohammad,"6/23/2026, 10:53:03 PM","6/23/2026, 11:20:08 PM",27.1,Suraiya Amin,"6/23/2026, 11:21:03 PM","6/23/2026, 11:23:41 PM",2.6,NA,NA,NA,NA,NA,NA,NA,NA,Pallavi J P,"6/23/2026, 11:23:41 PM","6/24/2026, 14:39:00 PM",900.0,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Received on Time,Yes,Yes,NA,NA,NA,NA,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,NIL,NIL," You will receive a response by tomorrow, 8:00 AM. Received answer the next day.",Expected Output,,,
TL-2197,2026-06-23,K. Deni Sudha,Unique,0.1,NIL,WhatsApp,English,1f16f22f-7c5d-6fff-809a-20d11d564bae,What are the effective management strategies for managing Citrus Tristeza Virus (CTV) and related wilt/decline symptoms in citrus orchards in Andhra Pradesh?,Plant protection,"6/23/2026, 10:15:00 PM","6/24/2026, 9:34:00",679.0,SLA Breached,Yes,Well Framed,English,English,Correct,NIL,NA,Yes,Lakshmi Aravind,"6/23/2026, 10:16:03 PM","6/23/2026, 11:10:25 PM",54.4,Suraiya Amin,"6/23/2026, 11:11:04 PM","6/23/2026, 11:19:54 PM",8.8,Lovely,"6/23/2026, 11:20:04 PM","6/23/2026, 11:32:38 PM",12.6,Mohammad,"6/23/2026, 11:33:04 PM","6/23/2026, 11:54:49 PM",21.8,NA,NA,NA,NA,NA,NA,NA,NA,Satarupa Saha,,"6/24/2026, 9:34:00",,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Received on Time,Yes,Yes,NA,NA,NA,NA,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,NIL,NIL," You will receive a response by tomorrow, 8:00 AM. Received answer the next day.",Expected Output,,,
TL-2198,2026-06-23,K. Deni Sudha,GDB,0.1,NIL,Web App,English,1f16f236-b4af-6037-8005-8b20fdde157f,How can I control termites in my pea crop in Uttar Pradesh?,Plant protection,22:18:00,22:18:53,0.9,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Successfully Identified as Duplicate,NA,NA,NA,NA,NA,NA,NA,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,NIL,NIL,Duplicate,Expected Output,,,
TL-2199,2026-06-23,K. Deni Sudha,GDB,0.1,NIL,Web App,English,1f16f257-c6e2-6fc4-8005-8a8885fe6180,Is there a weed called bathua in pea crops in Uttar Pradesh?,Weed Management,22:33:00,22:33:41,0.7,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Successfully Identified as Duplicate,NA,NA,NA,NA,NA,NA,NA,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,NIL,NIL,Duplicate,Expected Output,,,
TL-2200,2026-06-23,K. Deni Sudha,GDB,0.1,NIL,Web App,English,1f16f260-b88f-6283-8005-6d0d26541e89,The peas are not germinating well. What could be the reason and how can it be resolved in Uttar Pradesh?,Cultural and Crop Management Practices,"6/23/2026, 10:37:00 PM","6/27/2026, 10:27:05 PM",5750.1,SLA Breached,Yes,Well Framed,English,English,Correct,NIL,Duplicate but not tagged,Yes,Ravindra Prasad,"6/27/2026, 6:45:04 AM","6/27/2026, 7:20:19 AM",35.2,Ambika,7:21:04 AM,7:35:12 AM,14.1,Rimpa Bera,7:36:04 AM,7:43:13 AM,7.2,Jayashree N,8:30:12 AM,9:06:42 AM,36.5,NA,NA,NA,NA,NA,NA,NA,NA,Shivendra Pratap Singh,NA,10:27:05 PM,25.0,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,NA,NA,NA,NA,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,Medium,https://desk.zoho.in/agent/annamai/annam-ai/tickets/details/202216000002109001  https://desk.zoho.in/agent/annamai/annam-ai/tickets/details/202216000002107001,NIL,"Not identified as duplicate.Regenerated in webapp on 30th june,but received 2 hours disclaimer.",Anomaly Found in Output,,,
TL-2201,2026-06-23,K. Deni Sudha,GDB,0.1,NIL,Web App,English,1f16f28b-9d15-6a56-8005-b98f64d01890,Provide information on common growth problems in the Pea crop in Uttar Pradesh.,Cultural and Crop Management Practices,22:56:00,22:56:53,0.9,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Successfully Identified as Duplicate,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,NIL,NIL,Duplicate,Expected Output,,,
TL-2202,2026-06-23,K. Deni Sudha,GDB,0.1,NIL,Web App,English,1f16f29a-7ceb-6d3c-8005-2fba8c624507,What are the common weeds in Uttar Pradesh pea crops and how can they be managed effectively?,Weed Management,23:03:00,23:03:32,0.5,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Successfully Identified as Duplicate,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,No,Pass,No Defect,NIL,NIL,"Duplicate. When tested in whatsapp,it took wrong reference question.",Anomaly Found in Output,,,
TL-2204,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f290-1de3-69c4-8005-f4c8dac23b6f,What are the key steps in the cultivation of pea in Uttar Pradesh?,Cultural and Crop Management Practices,22:58:00,22:58:54,54sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2205,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f290-81c6-64af-80ec-15c6ef701aef,What are the key steps in the cultivation of pea in Uttar Pradesh?,Cultural and Crop Management Practices,22:59:00,22:59:04,4sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NIL,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2206,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f2a8-5388-6015-8005-4057d87eff0d," 
 	
What are the best varieties of vegetable pea suitable for Uttar Pradesh?",Seed and Variety Selection,23:09:00,23:09:43,43sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-2207,2026-06-23,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f16f2a9-0f8b-6811-80f3-de3c95145dc5," 
 	
What are the best varieties of vegetable pea suitable for Uttar Pradesh?",Seed and Variety Selection,23:10:00,23:10:03,3sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NIL,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
